List Year,Town,Sale Amount
2014,Harwinton,21814232.0
2014,Hebron,35910758.0
2014,Kent,24702985.0
2014,Killingly,50879843.0
2014,Killingworth,39981004.0
2014,Lebanon,39178070.0
2014,Ledyard,44142352.0
2014,Lisbon,9518700.0
2014,Litchfield,46137751.0
2014,Lyme,19401850.0
2014,Madison,178850818.0
2014,Manchester,214732168.0
2014,Marlborough,34037609.0
2014,Meriden,192500510.0
2014,Middlebury,44564202.0
2014,Middlefield,14932194.0
2014,Middletown,131655498.0
2014,Milford,323692803.0
2014,Monroe,98419071.0
2014,Montville,46196770.0
2014,Naugatuck,65540714.0
2014,New Britain,154692571.0
2014,New Canaan,638590805.0
2014,New Hartford,25540440.0
2014,New Haven,237509927.0
2014,New London,73033679.0
2014,New Milford,106472287.0
2014,Newington,109299826.0
2014,Newtown,140013909.0
2014,Norfolk,7356363.0
2014,North Branford,45471036.0
2014,North Canaan,8250477.0
2014,North Stonington,22851283.0
2014,Norwalk,685739930.0
2014,Norwich,86325455.0
2014,Old Saybrook,126757665.0
2014,Orange,95636897.0
2014,Oxford,66076947.0
2014,Plainfield,34232119.0
2014,Plainville,59230000.0
2014,Plymouth,29443896.0
2014,Pomfret,16802708.0
2014,Portland,33937542.0
2014,Preston,17147181.0
2014,Prospect,45120947.0
2014,Redding,74531652.0
2014,Ridgefield,301217559.0
2014,Rocky Hill,147271865.0
2014,Roxbury,33160275.0
2014,Salem,17634339.0
2014,Salisbury,45075414.0
2014,Scotland,3529279.0
2014,Seymour,50942848.0
2014,Sharon,41078943.0
2014,Shelton,263818879.0
2014,Sherman,33038764.0
2014,Simsbury,133733126.0
2014,Somers,38961980.0
2014,South Windsor,135727092.0
2014,Southbury,128321916.0
2014,Southington,205687441.0
2014,Sprague,5791837.0
2014,Stafford,30476552.0
2014,Stamford,1407213696.0
2014,Sterling,10319167.0
2014,Stonington,172243997.0
2014,Suffield,81863969.0
2014,Thomaston,21195746.0
2014,Torrington,102506134.0
2014,Trumbull,223157812.67
2014,Union,3192800.0
2014,Vernon,87770647.0
2014,Voluntown,6348389.0
2014,Wallingford,300315186.0
2014,Warren,25843745.0
2014,Washington,100734546.0
2014,Waterbury,214057024.0
2014,Waterford,89268642.0
2014,Watertown,63073507.0
2014,West Hartford,346705359.0
2014,West Haven,109124094.0
2014,Westbrook,52960533.0
2014,Weston,153599370.0
2014,Westport,950895279.0
2014,Wethersfield,96755547.0
2014,Willington,12815775.0
2014,Wilton,244301390.0
2014,Winchester,29193307.0
2014,Windham,61044125.0
2014,Windsor,237134297.0
2014,Windsor Locks,46337056.0
2014,Wolcott,57452309.0
2014,Woodbury,51177636.0
2014,Woodstock,31796792.0
2015,Andover,10827169.0
2015,Ansonia,49470316.0
2015,Ashford,13204778.0
2015,Avon,210472185.0
2015,Barkhamsted,11705803.0
2015,Beacon Falls,24118563.0
2015,Berlin,112718214.0
2015,Bethany,21971046.0
2015,Bethel,120550883.0
2015,Bethlehem,10195360.0
2015,Bloomfield,164956288.0
2015,Bolton,18277824.0
2015,Bozrah,8150091.0
2015,Branford,153167415.0
2015,Bridgewater,27224798.0
2015,Bristol,165593603.0
2015,Brookfield,122533454.0
2015,Burlington,54159696.0
2015,Canaan,4970056.0
2015,Canton,61179261.0
2015,Chaplin,7311175.0
2015,Cheshire,164534006.0
2015,Chester,17283459.0
2015,Colchester,57533397.0
2015,Columbia,21440107.0
2015,Cornwall,11847804.0
2015,Coventry,47010060.0
2015,Cromwell,82676603.0
2015,Danbury,395711259.0
2015,Darien,565862242.0
2015,East Granby,25707409.0
2015,East Haddam,51274029.0
2015,East Hartford,140392896.0
2015,East Haven,107316565.0
2015,East Lyme,113907111.0
2015,East Windsor,43020512.0
2015,Eastford,6336060.0
2015,Easton,84499361.0
2015,Enfield,168621351.0
2015,Essex,70694661.0
2015,Farmington,245752695.0
2015,Franklin,8671035.0
2015,Glastonbury,321650668.0
2015,Goshen,29356779.0
2015,Granby,59124518.0
2015,Griswold,30897703.0
2015,Groton,155256738.0
2015,Guilford,193001927.0
2015,Hampton,7505715.0
2015,Hartford,196899732.0
2015,Harwinton,25132655.0
2015,Hebron,42416708.0
2015,Kent,28657034.0
2015,Killingly,60316770.0
2015,Killingworth,36934392.0
2015,Lebanon,23126134.0
2015,Lisbon,10637718.0
2015,Litchfield,67365128.0
2015,Lyme,26366939.0
2015,Madison,170286858.0
2015,Manchester,250782657.0
2015,Mansfield,59725589.0
2015,Meriden,158062143.0
2015,Middlebury,51177214.0
2015,Middlefield,15083975.0
2015,Middletown,252367838.0
2015,Milford,347983452.0
2015,Monroe,119368345.0
2015,Montville,85129905.0
2015,Morris,12911500.0
2015,Naugatuck,69687781.0
2015,New Britain,171988456.0
2015,New Canaan,524776687.0
2015,New Fairfield,96737408.0
2015,New Hartford,28153779.0
2015,New Haven,331877118.0
2015,New London,60513045.0
2015,Newington,136587613.0
2015,Newtown,191946932.0
2015,Norfolk,11058905.0
2015,North Branford,45398226.0
2015,North Canaan,8675382.0
2015,North Haven,159625003.0
2015,Norwalk,853812164.0
2015,Norwich,117752191.0
2015,Old Lyme,76655426.0
2015,Old Saybrook,108845431.0
2015,Orange,120775843.0
2015,Plainfield,39382039.0
2015,Plainville,63638524.0
2015,Plymouth,25758489.0
2015,Pomfret,85000.0
2015,Portland,43489296.0
2015,Preston,17006467.0
2015,Putnam,29083581.0
2015,Redding,91678984.0
2015,Ridgefield,324795877.0
2015,Rocky Hill,182208046.0
2015,Roxbury,37500479.0
2015,Salem,13616757.0
2015,Scotland,5389574.0
2015,Sharon,28939427.0
2015,Shelton,231266474.0
2015,Sherman,29202136.0
2015,Simsbury,178566650.0
2015,Somers,43856139.0
2015,South Windsor,182192203.0
2015,Southbury,154246322.0
2015,Sprague,6817545.0
2015,Stamford,1524881887.0
2015,Sterling,12747554.0
2015,Stonington,126840724.0
2015,Stratford,288547766.0
2015,Suffield,79644558.0
2015,Thomaston,20723087.0
2015,Thompson,35581972.0
2015,Tolland,55357833.0
2015,Torrington,110113999.0
2015,Union,2542500.0
2015,Vernon,99505726.0
2015,Wallingford,220844583.0
2015,Warren,22840444.0
2015,Washington,87847015.0
2015,Waterbury,241779858.0
2015,Waterford,93298477.0
2015,Watertown,76960849.0
2015,West Hartford,414332482.0
2015,Westbrook,55958031.0
2015,Weston,148918266.0
2015,Wethersfield,113752941.0
2015,Willington,12477268.0
2015,Wilton,224181660.0
2015,Winchester,34435071.0
2015,Windham,42512142.0
2015,Windsor,223111098.0
2015,Windsor Locks,64606221.0
2015,Wolcott,52708896.0
2015,Woodbridge,61154501.0
2015,Woodbury,60434892.0
2015,Woodstock,43216438.0
2016,Ansonia,59677389.0
2016,Avon,169999211.0
2016,Barkhamsted,13856375.0
2016,Berlin,108454247.0
2016,Bethany,27275380.0
2016,Bethel,119472751.0
2016,Bethlehem,12693367.0
2016,Bloomfield,117708160.0
2016,Bolton,22099592.0
2016,Bozrah,5576500.0
2016,Branford,173167311.0
2016,Bridgeport,362767018.0
2016,Bristol,182633105.0
2016,Brooklyn,33137664.0
2016,Burlington,58065711.0
2016,Canaan,6984858.0
2016,Canterbury,16245389.0
2016,Canton,68089405.0
2016,Chaplin,5957550.0
2016,Cheshire,154764800.0
2016,Chester,18352849.0
2016,Clinton,80660075.0
2016,Colebrook,6048054.0
2016,Coventry,58537747.0
2016,Cromwell,80907166.0
2016,Danbury,459797274.0
2016,Darien,635286069.0
2016,Deep River,19498912.0
2016,Derby,32479219.0
2016,Durham,42470116.0
2016,East Granby,33367568.0
2016,East Haddam,46001249.0
2016,East Hampton,57488533.0
2016,East Hartford,162274516.0
2016,East Haven,11217381.0
2016,East Windsor,72995069.0
2016,Eastford,5582000.0
2016,Easton,65185921.0
2016,Ellington,68385105.0
2016,Essex,65798405.0
2016,Fairfield,758071596.0
2016,Farmington,210556186.0
2016,Franklin,4369126.0
2016,Glastonbury,340085512.0
2016,Goshen,32433014.0
2016,Granby,57638910.0
2016,Greenwich,2084932312.0
2016,Guilford,184615200.0
2016,Haddam,46098536.0
2016,Hamden,366998246.0
2016,Hampton,5662451.0
2016,Hartland,6937997.0
2016,Harwinton,22526567.0
2016,Kent,20354325.0
2016,Killingly,78876557.0
2016,Lebanon,33227986.0
2016,Ledyard,71281896.0
2016,Litchfield,63605325.0
2016,Lyme,19308250.0
2016,Madison,192396157.0
2016,Mansfield,88759929.0
2016,Marlborough,31246283.0
2016,Meriden,152150415.0
2016,Middletown,212830758.0
2016,Monroe,115190181.0
2016,Montville,2654200.0
2016,Morris,14246200.0
2016,Naugatuck,86518582.0
2016,New Britain,186820503.0
2016,New Canaan,527578599.0
2016,New Fairfield,106390768.0
2016,New Hartford,29041355.0
2016,New London,67488219.0
2016,New Milford,160846945.0
2016,Newington,138631132.0
2016,Newtown,191340979.0
2016,Norfolk,12936610.0
2016,North Branford,32540912.0
2016,North Canaan,7591050.0
2016,North Haven,114499214.0
2016,North Stonington,30805478.0
2016,Norwalk,814025537.0
2016,Norwich,123264204.0
2016,Old Lyme,73779040.0
2016,Old Saybrook,129946497.0
2016,Orange,80589498.0
2016,Oxford,68918066.0
2016,Plainfield,62298642.0
2016,Pomfret,20659258.0
2016,Portland,40919893.0
2016,Preston,18788637.0
2016,Prospect,44901668.0
2016,Putnam,32701307.0
2016,Redding,81425167.0
2016,Ridgefield,349972895.0
2016,Rocky Hill,2156004356.0
2016,Roxbury,31245133.0
2016,Salem,18107856.0
2016,Salisbury,58013198.0
2016,Scotland,6003272.0
2016,Seymour,61138587.0
2016,Sharon,36605861.0
2016,Shelton,233566126.0
2016,Sherman,45850855.0
2016,Simsbury,213315720.0
2016,Somers,87107486.0
2016,South Windsor,181632731.0
2016,Southbury,138615037.0
2016,Southington,239079160.0
2016,Sprague,6016458.0
2016,Stafford,35914335.0
2016,Stamford,5339843096.0
2016,Sterling,14357473.0
2016,Stonington,169222491.0
2016,Stratford,272362283.0
2016,Suffield,86454437.0
2016,Thomaston,20217171.0
2016,Thompson,39564388.0
2016,Tolland,85372370.0
2016,Torrington,88395343.0
2016,Trumbull,216386566.0
2016,Union,4085000.0
2016,Voluntown,9720150.0
2016,Wallingford,207517423.0
2016,Warren,16866609.0
2016,Washington,72082308.0
2016,Waterbury,232027763.0
2016,Waterford,98264288.0
2016,Watertown,99855939.0
2016,West Haven,147295702.0
2016,Weston,158127629.0
2016,Westport,793219628.0
2016,Wethersfield,139425715.0
2016,Willington,12738210.0
2016,Wilton,239085846.0
2016,Winchester,36366627.0
2016,Windham,45325723.0
2016,Windsor,208201779.0
2016,Windsor Locks,77199231.0
2016,Wolcott,68327181.0
2016,Woodbridge,60700392.0
2016,Woodbury,72741947.0
2017,Andover,14768719.95
2017,Ansonia,50033353.92
2017,Ashford,26625259.03
2017,Avon,154059526.0
2017,Barkhamsted,18247795.66
2017,Beacon Falls,25915554.0
2017,Berlin,7980745.0
2017,Bethany,25492499.0
2017,Bethlehem,15780786.0
2017,Bloomfield,122797395.0
2017,Bolton,23233813.0
2017,Branford,230304241.0
2017,Bridgeport,352108598.0
2017,Bridgewater,22747180.0
2017,Brookfield,158189943.0
2017,Brooklyn,38783982.0
2017,Burlington,63833217.0
2017,Canterbury,16922142.0
2017,Canton,68974844.0
2017,Chaplin,8328185.0
2017,Cheshire,184339221.0
2017,Chester,28475023.0
2017,Clinton,80237937.0
2017,Colchester,61083501.0
2017,Colebrook,5194328.0
2017,Columbia,24273683.0
2017,Cornwall,12743419.27
2017,Coventry,65838513.0
2017,Darien,560679035.0
2017,Deep River,29567063.0
2017,Derby,36771357.0
2017,Durham,31334880.0
2017,East Granby,27032058.0
2017,East Hampton,76778903.65
2017,East Hartford,168929095.0
2017,East Haven,130496750.31
2017,East Lyme,134545871.0
2017,Eastford,6483599.0
2017,Easton,96431910.0
2017,Ellington,71765786.0
2017,Enfield,304200829.0
2017,Essex,82021361.0
2017,Fairfield,775543822.11
2017,Franklin,7050217.0
2017,Greenwich,2041120795.09
2017,Griswold,43759417.0
2017,Groton,180398367.0
2017,Haddam,37916449.0
2017,Hamden,443824146.0
2017,Hampton,6501915.0
2017,Hartford,195838978.0
2017,Hartland,7774506.0
2017,Harwinton,16633310.0
2017,Hebron,46573102.0
2017,Kent,40379400.0
2017,Killingly,83645293.0
2017,Killingworth,42331164.0
2017,Lebanon,28080077.0
2017,Ledyard,70992437.0
2017,Lisbon,17365917.0
2017,Litchfield,48545466.0
2017,Lyme,39167013.0
2017,Madison,209893918.0
2017,Manchester,327618631.0
2017,Mansfield,67630113.0
2017,Marlborough,31046785.5
2017,Meriden,168071503.0
2017,Middlebury,55104761.0
2017,Middlefield,19614267.0
2017,Milford,422466819.64
2017,Monroe,112338448.0
2017,Montville,76327808.0
2017,Morris,15364863.0
2017,Naugatuck,82165026.0
2017,New Canaan,516956923.0
2017,New Fairfield,79339389.0
2017,New Hartford,27066548.0
2017,New Haven,501780317.0
2017,New London,340856723.0
2017,New Milford,174545078.0
2017,Newington,121311796.0
2017,Norfolk,13800348.0
2017,North Branford,34878719.0
2017,North Haven,129269791.0
2017,North Stonington,28907749.0
2017,Norwalk,954049922.0
2017,Norwich,114668342.0
2017,Old Lyme,79213323.0
2017,Old Saybrook,118005158.0
2017,Oxford,80389303.25
2017,Plainville,71537150.0
2017,Plymouth,43930896.0
2017,Pomfret,20548865.0
2017,Portland,42732920.0
2017,Prospect,46146957.0
2017,Putnam,41482655.0
2017,Rocky Hill,94813768.0
2017,Salem,27149313.0
2017,Salisbury,61525046.0
2017,Scotland,3848130.0
2017,Seymour,66860276.0
2017,Sharon,38147626.0
2017,Shelton,276779736.36
2017,Sherman,43789313.0
2017,Somers,42307057.84
2017,Southington,229459114.0
2017,Stafford,37325851.0
2017,Stratford,366227994.0
2017,Suffield,81913635.38
2017,Thomaston,21328017.0
2017,Thompson,40460314.0
2017,Tolland,62195844.0
2017,Torrington,104796829.0
2017,Trumbull,257937182.0
2017,Union,4740000.0
2017,Vernon,112309096.0
2017,Voluntown,8782000.0
2017,Wallingford,220525850.7
2017,Washington,54810683.0
2017,Watertown,83963223.0
2017,West Hartford,372680065.0
2017,West Haven,201416767.0
2017,Westbrook,57456432.0
2017,Weston,142697974.0
2017,Westport,817691347.0
2017,Wethersfield,126353595.0
2017,Willington,25713305.0
2017,Wilton,233314749.0
2017,Winchester,37125875.0
2017,Windham,50675424.0
2017,Windsor,167440638.0
2017,Windsor Locks,165205724.0
2017,Wolcott,59020610.0
2017,Woodbridge,58336060.0
2017,Woodbury,56633415.0
2017,Woodstock,47432432.0
2018,Andover,18094278.0
2018,Ansonia,52432869.0
2018,Ashford,13681935.0
2018,Beacon Falls,62456642.0
2018,Berlin,104152872.21
2018,Bethel,138540810.0
2018,Bethlehem,2989000.0
2018,Bloomfield,173961958.0
2018,Bozrah,8828462.0
2018,Branford,196999251.0
2018,Bridgeport,442313333.0
2018,Bridgewater,20941718.23
2018,Bristol,210762621.0
2018,Brookfield,147394283.0
2018,Brooklyn,40282302.0
2018,Burlington,56144380.0
2018,Canaan,7734931.0
2018,Canterbury,21565869.0
2018,Clinton,104793489.84
2018,Colchester,63679871.0
2018,Colebrook,6241500.0
2018,Columbia,24754726.35
2018,Cornwall,15299278.0
2018,Coventry,60112320.0
2018,Cromwell,75160482.0
2018,Danbury,570167189.0
2018,Deep River,38868059.0
2018,Derby,38383672.0
2018,Durham,40093093.0
2018,East Granby,42254142.0
2018,East Haddam,45934112.0
2018,East Hampton,62109527.29
2018,East Hartford,175836382.44
2018,East Haven,145130288.42
2018,East Lyme,162798812.0
2018,East Windsor,56398356.0
2018,Easton,78886329.79
2018,Ellington,61471123.0
2018,Enfield,182533014.83
2018,Fairfield,792033535.21
2018,Farmington,212713934.86
2018,Glastonbury,359690267.0
2018,Goshen,26307952.0
2018,Granby,58943737.0
2018,Greenwich,2082766765.0
2018,Griswold,45311598.0
2018,Groton,261162594.0
2018,Guilford,220062485.49
2018,Haddam,34160555.0
2018,Hamden,217115425.0
2018,Hartford,322081046.0
2018,Hartland,8343699.0
2018,Hebron,42190168.0
2018,Killingly,28816002.0
2018,Killingworth,37931140.0
2018,Ledyard,74152259.0
2018,Lisbon,18136265.0
2018,Manchester,433880089.77
2018,Mansfield,54298324.0
2018,Marlborough,30900126.0
2018,Meriden,219206018.47
2018,Middlebury,64720096.22
2018,Middlefield,17753786.0
2018,Middletown,234288924.0
2018,Milford,336717053.21
2018,Monroe,124335479.0
2018,Montville,82798421.0
2018,Morris,12546100.0
2018,New Britain,168034186.0
2018,New Fairfield,90993458.0
2018,New Hartford,29833355.0
2018,New Haven,389640589.0
2018,New Milford,164620684.0
2018,Newington,100303082.0
2018,Newtown,187286667.0
2018,North Branford,41123503.0
2018,North Canaan,13217933.0
2018,North Haven,185986464.0
2018,North Stonington,22568722.0
2018,Old Lyme,81560139.0
2018,Orange,97517351.0
2018,Oxford,90631873.0
2018,Plainfield,56597212.0
2018,Plainville,85203783.0
2018,Plymouth,39977036.0
2018,Pomfret,17748156.0
2018,Portland,43053463.0
2018,Preston,18724039.42
2018,Prospect,74617410.0
2018,Putnam,46057773.0
2018,Redding,76408091.0
2018,Ridgefield,303203652.0
2018,Rocky Hill,6264850.0
2018,Roxbury,41813953.0
2018,Salem,23512723.0
2018,Salisbury,41905450.0
2018,Seymour,65493246.99
2018,Shelton,299056065.0
2018,Simsbury,155297481.7
2018,Somers,44562859.38
2018,South Windsor,217125805.0
2018,Southbury,139840443.0
2018,Southington,239437428.0
2018,Sprague,10781815.0
2018,Stafford,44650225.0
2018,Stamford,1721350366.0
2018,Sterling,18659834.0
2018,Stonington,145130826.0
2018,Stratford,667340581.0
2018,Thomaston,26459712.0
2018,Thompson,35640970.0
2018,Tolland,66580163.0
2018,Torrington,115165509.0
2018,Trumbull,267537830.0
2018,Vernon,193056622.0
2018,Voluntown,12203055.0
2018,Wallingford,217157106.94
2018,Warren,10266180.0
2018,Waterbury,262144304.0
2018,Waterford,117579216.0
2018,West Hartford,398097527.2
2018,West Haven,172830954.92
2018,Westbrook,68749600.0
2018,Westport,727595607.85
2018,Winchester,48551483.0
2018,Wolcott,68762824.0
2018,Woodbridge,78078615.0
2018,Woodstock,41309180.17
2019,Andover,13445256.0
2019,Ansonia,51005535.05
2019,Ashford,15848868.0
2019,Avon,181299669.0
2019,Barkhamsted,20193106.0
2019,Beacon Falls,44089076.0
2019,Berlin,105235172.15
2019,Bethany,32791300.0
2019,Bethel,159805986.0
2019,Bethlehem,18346042.0
2019,Bolton,22887126.0
2019,Bozrah,8803872.0
2019,Bridgeport,399313256.0
2019,Bridgewater,21462330.0
2019,Bristol,235106992.13
2019,Brookfield,151357054.0
2019,Brooklyn,40366470.0
2019,Burlington,78146996.0
2019,Canaan,9169094.34
2019,Canterbury,21895706.0
2019,Canton,77471023.55
2019,Chaplin,7551250.0
2019,Cheshire,183872123.0
2019,Chester,27486506.0
2019,Clinton,110894885.0
2019,Colchester,74974798.0
2019,Colebrook,6142500.0
2019,Columbia,25834377.77
2019,Cornwall,18591100.0
2019,Cromwell,61230876.0
2019,Danbury,456025703.32
2019,Darien,698049139.0
2019,Deep River,27952713.0
2019,Derby,37893675.0
2019,Durham,38636147.0
2019,East Granby,32360036.0
2019,East Haddam,59619939.0
2019,East Hampton,85776443.63
2019,East Hartford,135140878.0
2019,East Haven,175963872.59
2019,East Lyme,153565689.0
2019,East Windsor,59511184.0
2019,Eastford,8740253.0
2019,Easton,95059597.0
2019,Ellington,78210295.0
2019,Enfield,179676836.0
2019,Essex,75891285.66
2019,Fairfield,936250500.0
2019,Farmington,239376639.0
2019,Franklin,10189762.0
2019,Glastonbury,255848968.0
2019,Goshen,41315498.0
2019,Granby,111777131.0
2019,Greenwich,2310811825.0
2019,Griswold,39811281.0
2019,Groton,203454844.0
2019,Guilford,203666655.0
2019,Haddam,52640964.0
2019,Hamden,281133484.0
2019,Hampton,7779300.0
2019,Hartford,239146247.0
2019,Hartland,5663110.0
2019,Harwinton,32981790.0
2019,Hebron,55207724.0
2019,Kent,43162927.0
2019,Killingly,101041729.0
2019,Killingworth,44398390.0
2019,Lebanon,36018580.0
2019,Ledyard,82662987.0
2019,Lisbon,21780259.0
2019,Litchfield,91299229.0
2019,Lyme,33824828.0
2019,Madison,214843509.0
2019,Manchester,218973084.58
2019,Marlborough,33908263.0
2019,Meriden,234258223.0
2019,Middlebury,68523771.0
2019,Middlefield,19063124.0
2019,Middletown,189627102.0
2019,Milford,478794798.77
2019,Monroe,131131789.0
2019,Montville,80104298.0
2019,Morris,23954399.0
2019,Naugatuck,114761548.0
2019,New Britain,183488720.0
2019,New Canaan,648348467.0
2019,New Hartford,34021418.66
2019,New Haven,413601132.0
2019,New London,81097200.0
2019,New Milford,185300776.06
2019,Newington,124530299.0
2019,Newtown,253276884.0
2019,Norfolk,15493349.0
2019,North Branford,58343206.0
2019,North Canaan,12366180.0
2019,North Haven,119371960.0
2019,North Stonington,30469435.0
2019,Norwalk,1444918445.0
2019,Norwich,151111385.0
2019,Old Saybrook,120106038.0
2019,Orange,176205373.0
2019,Oxford,110223212.0
2019,Plainfield,61886485.0
2019,Plainville,97028529.0
2019,Plymouth,45590081.0
2019,Pomfret,29731895.0
2019,Portland,46473853.0
2019,Preston,23730849.0
2019,Prospect,53208524.0
2019,Redding,112972982.0
2019,Ridgefield,401647428.0
2019,Rocky Hill,87843061.0
2019,Roxbury,60488222.0
2019,Salem,22606661.0
2019,Salisbury,93962763.0
2019,Scotland,5718900.0
2019,Seymour,84388671.0
2019,Sharon,64107080.0
2019,Shelton,336428745.0
2019,Sherman,59643687.0
2019,Simsbury,189913496.0
2019,Somers,49908048.5
2019,South Windsor,216823859.0
2019,Southbury,149529307.0
2019,Southington,250046587.0
2019,Sprague,9698100.0
2019,Stafford,32615259.0
2019,Stamford,1270822470.0
2019,Sterling,39466380.0
2019,Stonington,177522229.0
2019,Suffield,98471180.63
2019,Thomaston,27347465.0
2019,Trumbull,267664526.0
2019,Union,1618800.0
2019,Vernon,100515562.0
2019,Voluntown,14076550.0
2019,Wallingford,210265860.0
2019,Warren,37946000.0
2019,Washington,122876645.5
2019,Waterbury,519574589.0
2019,Waterford,131623815.0
2019,Watertown,107026426.0
2019,West Hartford,434916362.64
2019,West Haven,204177747.0
2019,Westbrook,66066725.9
2019,Weston,210035805.0
2019,Westport,999175277.0
2019,Wethersfield,150498946.0
2019,Willington,24367393.0
2019,Wilton,302696714.07
2019,Winchester,51350324.0
2019,Windham,54779206.0
2019,Windsor,192218132.0
2019,Windsor Locks,40660958.0
2019,Wolcott,72334110.0
2019,Woodbridge,67313697.0
2019,Woodbury,71538112.0
2019,Woodstock,49092494.0
2020,Andover,19992538.0
2020,Ansonia,93196762.0
2020,Ashford,33649688.0
2020,Avon,266377219.0
2020,Barkhamsted,22334332.5
2020,Beacon Falls,44472701.0
2020,Berlin,134277318.0
2020,Bethany,52618403.0
2020,Bethel,214304313.0
2020,Bethlehem,35170215.0
2020,Bloomfield,158456343.0
2020,Bolton,29558443.0
2020,Bozrah,10237400.0
2020,Branford,304811803.0
2020,Bridgeport,2325122.0
2020,Bridgewater,46090720.0
2020,Bristol,370603190.0
2020,Brookfield,191050831.0
2020,Burlington,86253582.0
2020,Canaan,14396201.0
2020,Canton,94552457.01
2020,Chaplin,9044920.0
2020,Cheshire,247312971.5
2020,Chester,31836119.0
2020,Colchester,118496302.0
2020,Colebrook,15593102.0
2020,Columbia,43380463.01
2020,Cornwall,35148666.0
2020,Coventry,96082397.0
2020,Cromwell,188482186.0
2020,Danbury,809607456.0
2020,Darien,1091184389.0
2020,Deep River,150000.0
2020,Derby,43438326.0
2020,East Granby,49723150.0
2020,East Haddam,78823486.0
2020,East Hartford,276731271.0
2020,East Haven,185013496.44
2020,East Lyme,222043585.54
2020,East Windsor,65606910.0
2020,Eastford,18075670.0
2020,Easton,153533619.0
2020,Enfield,260139325.0
2020,Essex,128734645.0
2020,Farmington,325207441.84
2020,Franklin,17413944.0
2020,Glastonbury,372620151.0
2020,Goshen,62465609.0
2020,Granby,95607507.0
2020,Greenwich,4229100675.19
2020,Griswold,110534803.0
2020,Groton,336328214.0
2020,Guilford,297604430.0
2020,Hampton,11084097.0
2020,Hartford,449402633.0
2020,Harwinton,43884190.0
2020,Hebron,69332567.0
2020,Kent,57169104.0
2020,Killingly,115505813.0
2020,Killingworth,66057976.0
2020,Lebanon,41374596.0
2020,Lisbon,26239111.54
2020,Litchfield,112637939.0
2020,Lyme,58041703.0
2020,Madison,329663890.0
2020,Manchester,320411420.0
2020,Mansfield,90994208.0
2020,Meriden,334881028.0
2020,Middlebury,111272161.0
2020,Middlefield,36790599.0
2020,Middletown,283984793.0
2020,Milford,552131818.0
2020,Monroe,211958286.0
2020,Montville,112419652.0
2020,Morris,30469101.0
2020,Naugatuck,178445628.0
2020,New Britain,271502457.0
2020,New Canaan,1180536553.0
2020,New Fairfield,193434187.0
2020,New Hartford,58070098.05
2020,New Haven,564999858.0
2020,New London,143454247.0
2020,Newington,774700.0
2020,Newtown,402532980.5
2020,Norfolk,17981754.0
2020,North Canaan,28946561.0
2020,North Haven,208900066.0
2020,Norwalk,1574367614.0
2020,Norwich,321553490.0
2020,Old Lyme,141409933.0
2020,Old Saybrook,210922847.0
2020,Orange,147294602.0
2020,Plainfield,135713656.0
2020,Plainville,109400972.0
2020,Plymouth,62814446.68
2020,Portland,71083876.0
2020,Preston,34256991.0
2020,Putnam,72727279.0
2020,Redding,197432795.0
2020,Ridgefield,657006861.0
2020,Rocky Hill,85284560.0
2020,Roxbury,97531121.0
2020,Salem,33589604.0
2020,Scotland,9106400.0
2020,Sharon,92248969.0
2020,Shelton,421772497.0
2020,Sherman,79649032.0
2020,Simsbury,245098563.0
2020,Somers,467000.0
2020,South Windsor,387868028.0
2020,Southbury,260066291.0
2020,Sprague,13086100.0
2020,Stamford,4361516173.0
2020,Sterling,24650329.0
2020,Stonington,261912093.0
2020,Stratford,517471434.0
2020,Suffield,139010762.02
2020,Thomaston,40059651.0
2020,Thompson,66646525.0
2020,Tolland,186820081.0
2020,Torrington,203049693.0
2020,Trumbull,461507280.0
2020,Union,4098500.0
2020,Vernon,153720186.0
2020,Wallingford,7342000.0
2020,Warren,35994485.67
2020,Washington,145321758.0
2020,Waterbury,479231293.0
2020,Waterford,205260394.0
2020,Watertown,131171074.0
2020,West Hartford,677356956.0
2020,Westbrook,102895033.0
2020,Weston,355079384.0
2020,Wethersfield,215239722.13
2020,Willington,5536673186.0
2020,Wilton,594626244.55
2020,Winchester,82740976.0
2020,Windham,104735648.0
2020,Windsor,288825799.0
2020,Windsor Locks,81322030.0
2020,Wolcott,115486841.0
2020,Woodbridge,88757514.0
2020,Woodbury,135495014.0
2020,Woodstock,64901926.85
2021,Ansonia,117303639.0
2021,Avon,273116498.59
2021,Barkhamsted,23803922.0
2021,Berlin,146155844.0
2021,Bethany,41692449.0
2021,Bethel,201318035.0
2021,Bethlehem,35872107.0
2021,Bloomfield,158714935.0
2021,Bolton,31455181.0
2021,Bozrah,13195850.0
2021,Branford,324962091.0
2021,Bridgeport,770944890.0
2021,Bridgewater,34250901.0
2021,Bristol,363922525.3
2021,Brooklyn,55380799.0
2021,Burlington,86476372.0
2021,Canaan,18339765.0
2021,Canterbury,27323717.0
2021,Canton,81520863.7
2021,Chaplin,10614700.0
2021,Cheshire,249585627.15
2021,Chester,25510761.0
2021,Clinton,125971094.0
2021,Colebrook,16003150.0
2021,Coventry,75617938.0
2021,Cromwell,118543480.0
2021,Danbury,996279170.0
2021,Darien,945897198.0
2021,Deep River,30133150.0
2021,Derby,70921146.0
2021,Durham,37995449.0
2021,East Granby,66532349.0
2021,East Haddam,80905703.0
2021,East Hampton,119805873.0
